tags,genre,year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
"rock, classic_rock, british, 70s, blues_rock",Pop,2011,344386,0.443,0.309,7,-9.75,1,0.0267,0.666,0.000785,0.0813,0.178,140.749,4
"rock, classic_rock, hard_rock, 80s, british, 90s",Rock,2001,245760,0.452,0.371,11,-10.417,0,0.0265,0.549,0.849,0.104,0.135,165.896,4
"rock, alternative, indie, alternative_rock, indie_rock, beautiful, 00s",Rock,2004,220960,0.444,0.771,7,-7.021,1,0.0286,0.0439,0.608,0.0826,0.61,106.037,4
"rock, alternative, indie, alternative_rock, indie_rock, 00s",Punk,2008,246413,0.334,0.875,4,-3.798,0,0.0751,0.000153,0.000494,0.413,0.322,169.426,4
"rock, alternative, indie, alternative_rock, indie_rock, 00s, blues_rock",Rock,2003,212266,0.689,0.511,4,-8.407,0,0.0742,0.00808,0.276,0.0914,0.578,128.458,4
"rock, alternative, alternative_rock, punk, punk_rock, 90s",Rock,2000,185906,0.393,0.995,0,-4.087,1,0.202,6.27e-05,9.8e-06,0.973,0.0641,125.338,4
"rock, classic_rock, 80s, british",Electronic,2016,245266,0.662,0.714,2,-6.342,1,0.0474,0.421,0.0,0.0906,0.505,113.512,4
"rock, classic_rock, punk, punk_rock, 70s",Rock,2011,134360,0.532,0.79,9,-5.756,1,0.0941,0.0103,0.244,0.103,0.959,176.148,4
"rock, alternative, indie, alternative_rock, indie_rock, british, beautiful",Rock,2007,253586,0.526,0.866,0,-5.822,1,0.0568,0.00287,7.78e-05,0.0945,0.248,140.266,4
"rock, pop, classic_rock, singer_songwriter, 80s, piano, 70s",Rock,2014,273855,0.327,0.555,0,-6.406,1,0.026,0.295,1.17e-06,0.071,0.372,177.745,3
"rock, alternative, indie, pop, alternative_rock, indie_rock, british, beautiful, 00s, britpop",Rock,2012,236213,0.359,0.779,7,-7.52,1,0.0412,0.0057,0.837,0.379,0.582,86.951,4
"rock, pop, female_vocalists, classic_rock, 70s",Rap,1988,254453,0.823,0.338,0,-15.899,1,0.0413,0.139,0.00129,0.5,0.785,120.473,4
"rock, alternative, indie, pop, alternative_rock, indie_rock, male_vocalists, love, beautiful, pop_rock",Rock,2010,258000,0.632,0.593,10,-7.494,1,0.0243,0.0724,0.0,0.0963,0.475,94.003,4
"rock, metal, hard_rock, heavy_metal, nu_metal",Metal,2005,245226,0.404,0.969,8,-2.938,1,0.195,8.51e-05,0.0114,0.268,0.29,173.878,4
"rock, alternative, alternative_rock, hard_rock, grunge",Electronic,2002,222026,0.452,0.873,9,-4.867,1,0.0613,0.000519,0.0,0.0592,0.433,80.473,4
"rock, alternative, indie, alternative_rock, indie_rock, 00s",Rock,2003,227520,0.472,0.837,2,-6.467,1,0.0602,0.0277,0.00773,0.29,0.315,132.429,4
"rock, electronic, alternative, indie, indie_rock, psychedelic, american, indie_pop, psychedelic_rock, 00s",Rock,2008,238013,0.381,0.939,9,-4.684,1,0.125,0.042,0.918,0.172,0.335,159.97,4
"rock, pop, classic_rock, british, 60s, oldies",Pop,2008,193120,0.5,0.411,4,-18.803,0,0.0655,0.0149,0.0,0.235,0.57,123.46,4
"rock, electronic, alternative, indie, pop, indie_rock, american, indie_pop",Rock,2011,202466,0.632,0.908,8,-3.511,1,0.0458,0.00762,0.000172,0.167,0.764,110.024,4
"rock, alternative, indie, indie_rock, soundtrack, indie_pop, mellow",Rock,2001,200173,0.413,0.707,2,-8.65,1,0.0375,0.0232,2.84e-06,0.293,0.494,94.614,4
"rock, alternative, indie, alternative_rock, indie_rock, british, 00s, britpop",Rock,2004,229026,0.279,0.688,0,-8.587,0,0.0611,0.000116,0.00434,0.386,0.309,152.634,4
"rock, classic_rock, hard_rock, heavy_metal, british, 70s, 60s, blues_rock",Blues,2007,147933,0.399,0.946,2,-6.998,1,0.164,0.0572,6.77e-06,0.73,0.447,175.009,4
"rock, alternative, metal, 90s, nu_metal",Rock,2011,270866,0.459,0.764,9,-7.549,1,0.0408,0.000146,0.000238,0.146,0.14,104.206,4
"rock, electronic, alternative, indie, pop, indie_rock, psychedelic",Rock,2007,219626,0.565,0.763,11,-7.043,0,0.0584,0.27,0.0087,0.299,0.283,139.995,4
"rock, alternative, alternative_rock, 90s, grunge",Rock,1993,298253,0.371,0.866,9,-7.426,1,0.039,5.91e-06,0.58,0.196,0.447,87.254,4
"rock, alternative, indie, folk, indie_rock, 90s, acoustic, love, beautiful",Rock,1998,202560,0.26,0.724,7,-5.093,1,0.033,0.334,0.0,0.114,0.222,93.726,3
"rock, alternative, metal, alternative_rock, hard_rock, heavy_metal, nu_metal",Metal,2005,200600,0.207,0.973,4,-3.209,0,0.188,0.00083,0.0164,0.311,0.358,180.881,4
"rock, alternative, indie, alternative_rock, indie_rock, british, britpop",Rock,2005,217706,0.504,0.949,1,-4.474,0,0.0416,0.00594,2.91e-06,0.242,0.581,160.037,4
"rock, metal, hard_rock, 80s, heavy_metal, thrash_metal",Metal,1984,417400,0.258,0.907,7,-7.287,1,0.112,0.0183,0.201,0.11,0.317,113.679,4
"rock, alternative, indie, pop, alternative_rock, indie_rock, british, chillout, love, beautiful, 00s, britpop, mellow",Rock,2002,349973,0.536,0.49,5,-7.176,1,0.0245,0.178,2.32e-06,0.255,0.136,138.331,4
"rock, classic_rock, hard_rock, 80s, 70s",Rap,2012,216826,0.786,0.829,0,-3.084,1,0.0529,0.0372,0.0,0.175,0.947,105.628,4
"rock, electronic, alternative, indie, pop, alternative_rock, experimental, british, hip_hop, trip_hop",Rock,2005,190400,0.849,0.555,9,-5.602,0,0.0604,0.0257,0.351,0.0625,0.891,137.08,4
"rock, alternative, metal, alternative_rock, hard_rock, 90s, nu_metal",Rock,2010,166053,0.457,0.873,8,-7.407,1,0.165,0.00258,0.000417,0.0754,0.718,108.857,4
"rock, electronic, alternative, indie, alternative_rock, experimental, indie_rock, british, beautiful, 00s, britpop",Jazz,2012,254866,0.434,0.667,2,-6.699,0,0.0353,0.108,0.204,0.141,0.161,137.246,4
"rock, alternative, indie, pop, alternative_rock, indie_rock, british, piano, 00s, britpop",Rock,2002,327800,0.453,0.571,11,-6.117,1,0.0314,0.00976,0.518,0.0846,0.189,132.787,4
"rock, electronic, alternative, indie, pop, alternative_rock, british, chillout, hip_hop, trip_hop, 00s",Rock,2001,210880,0.815,0.72,7,-7.311,1,0.0536,0.177,7.31e-06,0.16,0.946,89.914,4
"rock, electronic, alternative, indie, alternative_rock, experimental, indie_rock, british, britpop",Rock,2008,293773,0.601,0.735,7,-8.321,0,0.0255,0.263,0.795,0.11,0.505,102.891,4
"rock, electronic, alternative, indie, pop, alternative_rock, indie_rock, american, 00s",Rock,2004,304733,0.429,0.903,0,-5.388,1,0.0568,1.59e-05,0.00515,0.0544,0.177,96.096,4
"rock, alternative, metal, alternative_rock, hard_rock, heavy_metal, nu_metal",Rock,2005,249226,0.358,0.918,6,-2.472,0,0.0722,0.157,9.09e-06,0.369,0.489,139.327,4
"rock, alternative, indie, alternative_rock, indie_rock, american, 00s",Rock,2001,153840,0.499,0.706,0,-7.335,1,0.0302,0.0747,0.00289,0.0753,0.483,148.931,4
"rock, electronic, alternative, indie, alternative_rock, experimental, british, psychedelic, post_rock, 00s, britpop, mellow",Rock,2012,275800,0.655,0.472,2,-12.142,1,0.0325,0.727,0.518,0.325,0.383,142.156,5
"rock, metal, heavy_metal, thrash_metal, 90s, power_metal",Rock,2013,315120,0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242,4
"rock, indie, folk, singer_songwriter, acoustic, male_vocalists, beautiful, 00s, mellow",Folk,2008,220720,0.669,0.613,4,-11.12,0,0.036,0.487,0.18,0.132,0.565,110.67,4
"rock, alternative, indie, pop, alternative_rock, indie_rock, british, britpop",Rock,2005,328219,0.491,0.783,8,-8.997,0,0.0484,0.00521,0.0361,0.0951,0.26,127.437,4
"rock, alternative, alternative_rock, punk, punk_rock",Rock,2008,177826,0.55,0.918,9,-3.159,0,0.0682,0.00466,0.0,0.206,0.563,126.083,4
"rock, alternative, indie, alternative_rock, indie_rock, british",Rock,2007,136106,0.555,0.926,1,-4.685,1,0.037,9.78e-06,0.000134,0.0808,0.765,145.044,4
"rock, classic_rock, blues, 70s, love, guitar, blues_rock",RnB,1997,224800,0.559,0.124,7,-21.157,1,0.03,0.683,0.157,0.149,0.478,95.472,4
"rock, alternative, indie, pop, singer_songwriter, british, acoustic, piano, male_vocalists, love, beautiful, britpop, mellow",Pop,2012,258373,0.412,0.309,4,-10.079,1,0.0546,0.95,0.00388,0.0944,0.265,79.907,3
"rock, metal, hard_rock, 80s, heavy_metal, thrash_metal",Rap,1986,312586,0.467,0.882,4,-11.176,0,0.0496,0.000371,0.304,0.0952,0.452,96.67,4
"rock, alternative, indie, alternative_rock, indie_rock, british",Rock,2007,171226,0.414,0.811,11,-4.4,0,0.0919,0.00133,0.000129,0.333,0.762,137.617,4
"rock, alternative, indie, alternative_rock, indie_rock, british, 90s, britpop",Rock,2011,238480,0.451,0.912,8,-6.48,1,0.0666,0.0518,6.08e-06,0.09,0.22,81.797,4
"rock, alternative, indie, alternative_rock, indie_rock, 00s",Rock,2008,185373,0.41,0.876,7,-3.723,1,0.0471,0.0127,3.64e-05,0.241,0.609,121.115,4
"rock, alternative, indie, alternative_rock, indie_rock, indie_pop, emo, mellow, chill",Electronic,2005,194226,0.615,0.476,2,-12.205,0,0.0337,0.161,0.0334,0.0946,0.611,91.584,4
"rock, classic_rock, 60s, oldies",Rock,2012,148978,0.622,0.676,1,-6.222,1,0.0686,0.291,3.62e-05,0.0979,0.93,166.529,4
"rock, alternative, indie, alternative_rock, indie_rock",Rock,2013,213280,0.5,0.886,3,-3.847,1,0.0386,0.000459,0.0511,0.151,0.505,140.384,4
"rock, alternative, indie, alternative_rock, indie_rock, indie_pop, beautiful, mellow, chill",Rock,2004,272506,0.523,0.477,6,-9.076,1,0.0254,0.0961,0.000106,0.101,0.249,76.973,4
"rock, alternative, indie, pop, alternative_rock, indie_rock, piano, love, beautiful",Pop,2003,243733,0.336,0.804,8,-5.411,0,0.042,0.0191,0.0,0.134,0.395,152.074,4
"rock, alternative, classic_rock, punk, soundtrack, punk_rock, 70s",Punk,2012,311160,0.186,0.945,9,-7.101,1,0.0547,0.00101,0.0,0.103,0.766,205.073,4
"rock, pop, classic_rock, folk, singer_songwriter, acoustic, 70s, 60s, oldies, mellow",Rock,2002,307666,0.445,0.486,11,-14.521,1,0.0616,0.76,0.000658,0.189,0.629,93.019,4
"rock, electronic, alternative, indie, alternative_rock, ambient, experimental, british, chillout, beautiful, 00s, britpop",Electronic,2000,211000,0.375,0.634,0,-10.543,1,0.0317,0.674,0.828,0.135,0.502,89.752,4
"rock, pop, classic_rock, singer_songwriter, 80s",Jazz,1994,211173,0.559,0.775,11,-12.102,1,0.0373,0.0369,0.877,0.119,0.723,148.934,4
"rock, alternative, metal, alternative_rock, hard_rock, nu_metal",Rock,1998,153800,0.446,0.89,1,-2.74,1,0.25,0.00187,0.00109,0.266,0.571,131.083,4
"rock, alternative, indie, alternative_rock, indie_rock, love, beautiful, 00s",Rock,2005,282333,0.317,0.651,3,-6.492,1,0.0274,0.0561,8.82e-05,0.278,0.283,102.642,1
"rock, classic_rock, hard_rock, 80s, british, 70s",Rock,1978,257247,0.32,0.599,7,-8.203,1,0.0409,0.00558,1.2e-05,0.332,0.384,89.392,4
"rock, alternative, indie, pop, female_vocalists, singer_songwriter, 00s",Pop,2013,203706,0.567,0.754,0,-5.699,1,0.0444,0.238,0.0,0.104,0.681,100.333,4
"rock, electronic, alternative, indie, pop, alternative_rock, british, hip_hop, trip_hop",Rock,2005,275000,0.672,0.768,0,-7.718,1,0.0347,0.00201,0.905,0.136,0.858,122.583,4
"rock, electronic, alternative, indie, pop, alternative_rock, british, hip_hop, trip_hop, chill",Rock,2005,293266,0.578,0.484,4,-7.08,0,0.0273,0.0159,0.0105,0.0654,0.362,88.152,4
"rock, pop, classic_rock, british, 60s",Rock,2011,154479,0.609,0.717,9,-7.373,1,0.0292,0.196,0.000644,0.0803,0.756,142.79,4
"rock, alternative, punk, punk_rock",RnB,2002,158000,0.434,0.939,7,-5.698,1,0.246,0.00102,0.000214,0.375,0.539,191.981,4
"rock, alternative, indie, alternative_rock, indie_rock, dance",Rock,2010,180213,0.54,0.89,0,-2.313,1,0.041,0.000351,6.72e-05,0.112,0.828,145.711,4
"rock, alternative, alternative_rock, 90s, acoustic, grunge, cover",Rock,2002,302533,0.551,0.673,3,-7.362,1,0.0805,0.651,0.00047,0.683,0.349,108.482,3
"rock, alternative, metal, alternative_rock, hard_rock, nu_metal",Rock,2010,190586,0.557,0.959,1,-4.632,1,0.0547,0.000113,8.04e-05,0.233,0.331,103.887,4
"rock, alternative, indie, pop, alternative_rock, indie_rock, british, chillout, britpop, mellow",Rap,2000,256466,0.495,0.525,7,-9.342,0,0.0301,0.396,0.00736,0.0961,0.249,154.466,4
"rock, alternative, pop, alternative_rock, 90s",Electronic,2006,212066,0.395,0.843,8,-4.476,1,0.0374,0.00491,0.0,0.0404,0.481,112.427,4
"rock, pop, female_vocalists, classic_rock, punk, 80s, new_wave, 70s",Pop,2012,206640,0.447,0.925,6,-3.414,0,0.0639,0.00355,0.00668,0.0361,0.819,162.365,4
"rock, alternative, indie, experimental, indie_rock, indie_pop",RnB,2010,231373,0.611,0.614,0,-7.364,1,0.0236,0.106,2.03e-05,0.209,0.611,79.987,4
"rock, alternative, indie, alternative_rock, indie_rock, american, 00s",Rock,2001,207573,0.499,0.69,9,-9.424,0,0.0316,0.00963,0.00795,0.13,0.629,143.9,4
"rock, alternative, indie, female_vocalists, indie_rock, british, indie_pop, beautiful",Rock,2009,214053,0.584,0.858,0,-4.026,1,0.0654,0.0078,0.000467,0.166,0.273,129.998,4
"rock, alternative, indie, alternative_rock, indie_rock, 00s",Rock,2007,253373,0.527,0.847,10,-9.717,0,0.0385,0.0596,0.421,0.111,0.155,124.048,4
"rock, alternative, alternative_rock, punk, punk_rock",Rock,2009,173600,0.407,0.964,4,-5.888,1,0.09,0.0811,0.0,0.569,0.54,173.116,4
"rock, alternative, pop, alternative_rock, rap, 90s, hip_hop, nu_metal",Pop,2000,215800,0.739,0.808,9,-4.797,0,0.0818,0.00131,0.000174,0.139,0.641,103.51,4
"rock, alternative, classic_rock, experimental, psychedelic, american, 60s, psychedelic_rock, avant_garde",Rock,2014,430066,0.207,0.785,1,-9.285,1,0.0624,0.134,0.837,0.0977,0.222,146.597,4
"rock, alternative, metal, hard_rock, nu_metal",Metal,2001,193573,0.52,0.978,1,-3.126,1,0.0801,0.00102,0.000233,0.0536,0.528,93.964,4
"rock, alternative, indie, alternative_rock, indie_rock, british, britpop",Rock,2006,133253,0.425,0.949,1,-3.828,0,0.104,0.0101,1.79e-05,0.296,0.718,80.331,4
"rock, alternative, indie, alternative_rock, indie_rock, post_punk, 00s",Rock,2004,184466,0.245,0.976,11,-2.513,0,0.0523,0.000397,0.465,0.362,0.659,141.882,4
"rock, alternative, indie, pop, alternative_rock, classic_rock, 90s, american",Rock,2014,307106,0.64,0.757,7,-5.678,1,0.0264,0.418,0.000512,0.265,0.672,118.575,4
"rock, classic_rock, blues, psychedelic, 60s, psychedelic_rock, guitar, blues_rock",Rock,2010,149266,0.488,0.485,6,-9.527,1,0.0485,0.119,0.00897,0.0614,0.444,137.371,4
"rock, electronic, alternative, indie, indie_rock, british",Rock,2009,177520,0.47,0.775,9,-4.848,0,0.214,2.87e-05,0.297,0.259,0.6,162.96,4
"rock, alternative, indie, alternative_rock, indie_rock, 00s, mellow",Rock,2007,136640,0.581,0.297,9,-19.128,1,0.101,0.908,0.704,0.0629,0.0442,86.788,4
"rock, alternative, indie, alternative_rock, indie_rock, british",Rock,2005,169946,0.395,0.764,10,-6.258,0,0.0419,0.000316,0.00131,0.111,0.325,141.423,4
"rock, alternative, pop, alternative_rock, male_vocalists, pop_rock",RnB,2010,224280,0.516,0.761,2,-6.23,1,0.0375,0.0871,0.0,0.0878,0.367,148.033,4
"rock, pop, female_vocalists, punk, punk_rock, 00s, pop_rock",Pop,2007,215333,0.552,0.961,7,-2.011,1,0.105,0.000892,0.000431,0.331,0.655,164.007,4
"rock, alternative, alternative_rock, punk, hardcore, punk_rock, emo",Rock,2006,206586,0.308,0.873,8,-4.542,1,0.0533,0.00022,0.000729,0.0974,0.686,143.519,4
"rock, alternative, indie, alternative_rock, indie_rock, progressive_rock, british, chillout, beautiful, mellow",Rock,2004,262200,0.172,0.28,10,-11.877,1,0.0394,0.43,0.408,0.131,0.0617,116.94,3
"rock, electronic, alternative, indie, alternative_rock, british, chillout, hip_hop, trip_hop, 00s, chill",Rock,2011,193600,0.751,0.596,6,-4.594,1,0.0301,0.0071,0.589,0.103,0.57,93.213,4
"rock, alternative, indie, alternative_rock, indie_rock, progressive_rock, british, britpop",Rock,2007,288266,0.285,0.915,2,-5.158,0,0.0741,0.00268,0.0279,0.137,0.309,119.817,4
"rock, pop, classic_rock, british, acoustic, psychedelic, 60s, oldies, beautiful, psychedelic_rock, mellow, chill",Rock,2000,258560,0.552,0.561,1,-10.308,1,0.0262,0.325,0.13,0.126,0.47,133.971,4
"rock, alternative, metal, alternative_rock, hard_rock, heavy_metal, nu_metal",Metal,2005,228026,0.512,0.945,8,-2.173,1,0.0767,0.00163,8.82e-05,0.0686,0.433,140.039,4
"rock, pop, classic_rock, british, psychedelic, 60s, oldies, psychedelic_rock",Rock,1996,87173,0.745,0.841,0,-5.595,1,0.0458,0.0111,0.00155,0.0422,0.962,119.272,4
"rock, alternative, indie, pop, alternative_rock, indie_rock, british, chillout, britpop",Rock,2006,197133,0.693,0.738,10,-6.431,0,0.0287,0.151,0.000177,0.0987,0.829,124.995,4
"rock, alternative, alternative_rock, 90s, funk",Rock,1999,231333,0.283,0.982,0,-0.32,1,0.0703,0.000204,0.0756,0.0627,0.438,124.149,4
"rock, alternative, indie, alternative_rock, indie_rock, british, 90s, britpop",Rock,1995,328533,0.241,0.948,8,-2.284,1,0.0862,0.0544,0.0479,0.156,0.159,110.201,4
"rock, alternative, pop, alternative_rock, punk, punk_rock, emo, love",Rock,2011,198973,0.49,0.912,6,-4.008,0,0.0647,3.87e-05,9.85e-05,0.0928,0.741,173.793,4
"rock, electronic, dance, house, techno, electro, french",Electronic,2005,287720,0.59,0.787,7,-5.766,1,0.0512,6.94e-06,0.845,0.0293,0.598,111.926,4
"rock, alternative, metal, alternative_rock, hard_rock, nu_metal",Metal,2001,110800,0.436,0.96,2,-3.56,1,0.0461,0.00101,0.0308,0.0434,0.697,119.08,4
"rock, alternative, indie, alternative_rock, punk, indie_rock, 90s, 00s",Rock,2012,186026,0.579,0.845,7,-8.329,1,0.0421,0.000128,0.453,0.277,0.558,125.589,4
"rock, alternative, indie, indie_rock, british, 90s, britpop",Rock,2014,187040,0.634,0.877,4,-6.905,1,0.0607,0.152,0.0,0.328,0.749,138.388,4
"rock, alternative, metal, alternative_rock, hard_rock, nu_metal",Rock,2000,213840,0.612,0.909,8,-4.045,0,0.16,0.00659,7.57e-06,0.156,0.723,96.179,4
"rock, alternative, indie, female_vocalists, indie_rock, british, indie_pop",Rock,2009,223826,0.444,0.81,4,-4.79,0,0.0434,0.00127,0.000952,0.0958,0.496,199.971,4
"rock, alternative, alternative_rock, 90s, acoustic, grunge, cover",Pop,1994,175906,0.561,0.616,1,-9.69,0,0.195,0.318,4.47e-05,0.405,0.683,145.249,4
"rock, alternative, alternative_rock, punk, punk_rock, emo, post_hardcore, screamo",Rock,2010,189546,0.424,0.927,10,-2.191,1,0.0478,0.000747,0.0,0.0873,0.482,185.817,4
"rock, pop, classic_rock, british, 60s, oldies",Rock,2008,206100,0.736,0.377,9,-13.977,1,0.208,0.206,0.791,0.0998,0.318,177.944,3
"rock, classic_rock, 60s, oldies",Rock,2008,163173,0.863,0.639,0,-6.613,1,0.111,0.398,0.00783,0.0805,0.741,107.942,4
"rock, alternative, indie, alternative_rock, punk, indie_rock, punk_rock, emo",Metal,2001,220026,0.488,0.895,5,-4.375,1,0.0372,0.00343,0.0,0.295,0.655,135.225,4
"rock, pop, female_vocalists, dance",RnB,2007,192226,0.71,0.714,2,-4.26,1,0.0274,0.03,0.000455,0.359,0.738,112.046,4
"rock, metal, classic_rock, hard_rock, 80s, heavy_metal, 90s, cover",Rock,1991,183973,0.262,0.793,11,-8.668,1,0.0646,0.00968,0.08,0.115,0.247,152.447,4
"rock, electronic, alternative, indie, pop, alternative_rock, experimental, british, hip_hop, trip_hop",RnB,2005,210066,0.546,0.822,7,-7.771,1,0.137,0.001,0.236,0.146,0.495,148.176,4
"rock, alternative, indie, indie_rock, piano, indie_pop, emo, love, beautiful, mellow, chill",Rock,2003,475093,0.441,0.445,9,-9.921,1,0.031,0.388,0.611,0.179,0.196,127.489,4
"rock, alternative, alternative_rock, punk, punk_rock, emo, love, screamo",Rock,2014,237066,0.181,0.752,9,-5.519,0,0.0699,0.236,0.0,0.125,0.0372,144.766,4
"rock, pop, classic_rock, british, 60s, oldies, ska",Pop,2014,185844,0.821,0.578,3,-11.702,1,0.0407,0.0272,0.00514,0.263,0.977,114.411,4
"rock, alternative, pop, folk, singer_songwriter, chillout, acoustic, guitar, mellow, chill",Rock,2012,253933,0.578,0.515,0,-11.224,1,0.0428,0.661,0.000333,0.85,0.476,139.812,4
"rock, alternative, indie, pop, alternative_rock, indie_rock, british, love, beautiful, 00s, britpop, mellow, chill",Rock,2006,182133,0.648,0.321,5,-9.693,1,0.0273,0.549,6.33e-06,0.0737,0.253,110.928,4
"rock, alternative, indie, alternative_rock, indie_rock, british, 90s, britpop",Rock,2006,301933,0.322,0.986,0,-2.267,1,0.104,0.0704,0.000628,0.676,0.116,136.841,4
"rock, alternative, pop, classic_rock, 80s",Pop,1987,336613,0.492,0.709,2,-9.66,1,0.0359,0.0113,0.00564,0.153,0.264,125.799,4
"rock, alternative, indie, alternative_rock, indie_rock, british, beautiful, britpop",Rock,2005,232320,0.144,0.841,9,-4.778,1,0.0535,0.00551,0.789,0.118,0.145,155.324,4
"rock, alternative, indie, indie_rock, indie_pop, emo, love, beautiful, mellow",Rock,2005,191373,0.556,0.663,7,-8.965,0,0.0261,0.322,0.000773,0.129,0.446,113.118,3
"rock, alternative, indie, pop, alternative_rock, indie_rock, british, britpop",Rap,2010,249506,0.445,0.442,2,-10.629,1,0.0315,0.251,2.08e-06,0.187,0.161,90.291,4
"rock, alternative, indie, alternative_rock, indie_rock, british, britpop",Blues,2006,155146,0.327,0.932,11,-4.043,0,0.0568,0.00455,0.0,0.112,0.688,168.257,4
"rock, classic_rock, 70s, blues_rock",Rap,2014,358533,0.398,0.829,6,-5.128,1,0.0408,0.00323,0.000695,0.135,0.391,119.794,4
"rock, alternative, indie, pop, alternative_rock, indie_rock, chillout, american, love, 00s, mellow",Rock,2004,345253,0.498,0.769,0,-3.939,0,0.0285,0.000976,0.00045,0.112,0.198,128.029,4
"rock, alternative, indie, alternative_rock, indie_rock, british, 90s, britpop",RnB,2006,283706,0.396,0.882,9,-4.727,1,0.0352,3.99e-05,0.00511,0.13,0.692,103.899,4
"rock, alternative, indie, alternative_rock, indie_rock, post_punk, beautiful",Rock,2007,300506,0.506,0.899,11,-4.793,0,0.0364,0.0287,0.28,0.2,0.475,150.27,4
"rock, alternative, alternative_rock, hard_rock, love",Rock,2007,260746,0.472,0.736,2,-5.379,1,0.0338,0.0227,1.3e-06,0.204,0.236,128.985,4
"rock, alternative, indie, pop, alternative_rock, indie_rock, british, britpop",Rock,2002,238333,0.277,0.797,0,-5.66,1,0.0385,0.586,0.341,0.221,0.26,177.004,3
"rock, alternative, metal, alternative_rock, hard_rock",Rap,2007,202813,0.418,0.73,2,-3.949,1,0.0315,0.00711,0.0,0.272,0.303,160.48,4
"rock, alternative, indie, pop, alternative_rock, indie_rock, 90s, american, 00s",Punk,2005,196093,0.684,0.809,5,-3.781,1,0.078,0.0996,0.0,0.165,0.702,87.891,4
"rock, alternative, indie, alternative_rock, indie_rock",Rock,2009,225893,0.453,0.972,8,-2.557,1,0.0501,0.00535,1.26e-05,0.11,0.613,151.884,4
"rock, alternative, alternative_rock, 90s",Rock,1999,223746,0.579,0.812,1,-6.509,0,0.0693,0.00114,0.00333,0.115,0.278,152.002,4
"rock, alternative, indie, alternative_rock, indie_rock, american, 00s",Rock,2001,196133,0.429,0.924,2,-6.131,0,0.0406,0.000542,0.353,0.104,0.484,154.104,4
"rock, classic_rock, folk, 70s, oldies",Rock,2013,251226,0.654,0.757,2,-9.251,1,0.0537,0.644,0.019,0.137,0.858,124.46,4
"rock, classic_rock, hard_rock, 80s",Reggae,2010,308560,0.249,0.832,7,-3.487,1,0.0423,0.0686,0.0472,0.319,0.262,149.29,4
"rock, alternative, indie, pop, alternative_rock, indie_rock, british, 90s, britpop",Rock,2010,182066,0.452,0.96,4,-4.077,0,0.0921,0.000827,0.181,0.299,0.675,145.701,4
